Listing Id|Review 1|Review 2|Review 3|Review 4|Review 5|name|neighbourhood|room_type|picture_url|listing_url
750438|Lisa og John er super sde og har gjort opholdet meget nemt og hyggeligt. Omrdet er rigtig fint (!) og det er nemt at komme ind til downtown.|Lisa thinks of everything to make your stay comfortable and is knowledgeable and helpful about activities in the area.|Lisa was very welcoming and thoughtful and the neighborhood was lovely. |Lisa and John were great hosts and their place is really wonderful. Take care!|Thank you Lisa for a nice and comfortable place to stay. I love the christmas tree and the cats!|A quiet, green oasis in funky JP!|Jamaica Plain|Private room|https://a0.muscache.com/im/pictures/10459153/f057ec7e_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/750438
7914359|The location is perfect to visit the city Really easy to find and the communications were goods . The appartement is comfortable for 4 peoples , clean and pratical for the transportation. If we comeback in Boston we will certainly considered to rent this appartement again.|This apartment is well located in Boston and the owner was very helpfull, quick and precise in his instructions as well as in assisting us with our many requests. We were only supprised to find no window in the livingdining room although the two sleeping rooms had them.|Great location and clean apt. |Great place, and very centrally located. |Fantastic location. Very close to spots on the Freedom trail so we were able to walk right outside and begin our sight seeing. Also close to public transportation. Apartment very well equipped. Thanks Jeff!|Spacious Downtown Two Bedroom|Downtown|Entire home/apt|https://a0.muscache.com/im/pictures/110753620/1bf1626b_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/7914359
5882411|Great place to stay!|Great|As always, Derian's place was clean, quiet, and comfortable! |Great host. Clean room and house. Would stay again!|Darian was a great host. His place was clean and comfortable. I would book again.|Forest Treasure of Bountiful Wealth|Jamaica Plain|Private room|https://a0.muscache.com/im/pictures/26e6cb7f-c4ee-4bea-98ca-9e34e04478bb.jpg?aki_policy=large|https://www.airbnb.com/rooms/5882411
225224|everthing nice. thx to robert and jackie|Mi experiencia en el departamento de Robert fue excelente!|Thanks again for saving my stay again in boston Robert u are the best. |Awesome room on the 4th floor.Robert was a wonderful host. Excellent location.|Robert was such a fantastic host. He's passionate and knowledgeable about Boston and gave me great advice on how to explore Boston to the fullest. I would stay here again!|4th floor office room  |South End|Private room|https://a0.muscache.com/im/pictures/2042563/527c2e49_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/225224
6181758| my son was celebrating his 18 th birthday and wanted to stay in the city.  Place was small but neat. Checkin was very late and checkout was early. He was hoping to spend more time in the city. Overall he had good time.|Dave's place is a great spot for a business trip. Close to everything, great food choices close by. Would recommend|Great place! Prime location in the heart of downtown Boston with easy access to MBTA 's Downtown Crossing Station. Fantastic Roche Bros' food  market just around the corner if you want to cook in a wellappointed, roomy kitchen and just eat in for a night.  Dave and team are great both in setting up your stay and making sure you feel welcome and comfortable.|Location was perfect, easy to get anywhere. Very accommodating with meeting us to pick up keys and to drop off luggage. Looks exactly like what the pictures show. Dave was quick to reply to all of my questions. Construction was a little loud outside of the front bedroom but couldn't hear anything from the other bedroom. Only draw back is that there is no common area to gather with others but overall was very satisfies. Would definitely stay there again.|Great location in main shopping area. Very clean, helpful owner and check in was very easy. If you are a light sleeper bring ear plugs. |The heart of Downtown|Downtown|Entire home/apt|https://a0.muscache.com/im/pictures/87360819/f6d3e371_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/6181758
11588543|We had a great stay. Sean's apartment is clean, spacious, and wonderfully equipped. Street parking was difficult but not impossible to find- parking restrictions are relaxed on the weekend. Sean was a great host and we would definitely stay here again.|Plenty of room- easy, well understandable directions. Fantastic huge bathtub.|Great place would book again.  |Great spot! Great location! |Wonderful apartment! Spacious and comfortable with thoughtful touches. Incredibly easy check in process with no interaction required, but Sean was available had I needed it. Highly recommend. |Sunny South End Brownstone|South End|Entire home/apt|https://a0.muscache.com/im/pictures/e1cd2f0a-f2c8-485b-829b-3f67858e11dd.jpg?aki_policy=large|https://www.airbnb.com/rooms/11588543
1885825|Agradeo a Robin e Victoria por nossa estada. Nos sentimos muito a vontade, foi como se estivssemos em casa. Tudo limpo, confortvel. E o Jazz, no som ambiente, de muito bom gosto. Jamaica Plain  uma regio tranquila mas com vida prpria, com opes de bares, restaurantes, comrcio, etc. Recomendamos e, voltando a Boston, ficaremos l novamente. |My wife and I found a gem in Jamaica  Plane .  A fantastic   spot for your Boston adventures .  easy to access public transportation   close walk in if you want  to  go  to   Sam adams  easy subway to downtown  on the orange line. The neighborhood   seem very safe.   We highly recommend   staying here. |We loved this house! We stayed in the Fox Room. It was our best Airbnb in Boston. We had the opportunity to discover Victoria Maxfield's artwork and the place she grew up. Her paintings and drawings are not only beautiful, interesting, intriguing but also smart and full of details that enable you to create your own story or world. We were very impressed by her artwork and the humility coming from it. We met her family (Robin, her mother and her sister Violet). They were very welcoming and very kind to us. We loved them. Yes, we recommend this Airbnb 1000 times! And it's super well located between the Pond, the Arboretum and JP monument!|We had a really nice time in Boston. The whole house was cosy and well decorated. We enjoyed the room and especially the huge bed.  We would decently come back.|!house,,,,,!|The Fox Room|Jamaica Plain|Private room|https://a0.muscache.com/im/pictures/a162e1dd-2167-43c7-8a83-6a7a9c88e111.jpg?aki_policy=large|https://www.airbnb.com/rooms/1885825
2846739|great|Robert is a great host!! Gave me good suggestions of what to do in boston|Great location, room was good. Robert provided some great tips for the area.|Robert is a great host! Very friendly and even upgraded my room. Will come back again.|Robert was a great host, very accommodating and helpful. Room was exactly as it appears in the picture.|SECOND FLOOR PARLOR ROOM|South End|Private room|https://a0.muscache.com/im/pictures/36877416/6f67b6f8_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/2846739
14760955|The apartment is in a great location. You can easily walk to all of Boston's sites. Fenway and Sam Adams are a short cabuber ride away. Check-in was seamless. It was nice to be able to drop off our bags before the apartment was ready so that we could do some sightseeing in the meantime. If you want to buy groceries, there is a Whole Foods only a ten minute walk away and the convenience store just a few storefronts away was helpful too. Matthew let us know that the ceiling fans weren't working while we were there but it wasn't a big deal because the weather wasn't hot and there is an AC unit in the apartment as well.  Some of the outlets were sensitive. The plug needed to be held a certain way in order for it to work. Definitely check out the rooftop. The view of the city is amazing. Overall, Matthew's place was good. We spent most of our time out of the apartment so it was perfect for our trip.|Great location!|i recommend everyone to stay at matthew's place. location is great and the bed is really comfy :) i would def come back|Great location, in a beautiful part ofBoston in a historic building. Easy self check-in with clear instructions. Would recommend!|The apartment was very clean and in the best location! So close to everything including the subway so if you wanted to venture out you could. Building concierge was friendly. Couldn't have asked for more! Would definitely recommend this place! |Beacon Hill  1 Bedroom In Downtown Boston|Beacon Hill|Entire home/apt|https://a0.muscache.com/im/pictures/9ee6cb1e-0f23-4f51-a7e0-48c71759e6cc.jpg?aki_policy=large|https://www.airbnb.com/rooms/14760955
16288361|We stayed at Ariel's place while on a Boston college tour for our son. We really liked it! We used Uber to get to Norteastern and BU. Very convenient! This was our first Airbnb experience and we are smitten! It was so much more comfortable than a hotel. It felt like we were coming home every night. We also like the parking space. It was nice to park the car and not have to worry about meters! The placed was decorated so nice. My teenagers were very impressed! If we ever come back to Boston we will definitely try to book Ariel's place again! |We loved this place; its bigger than it looks in the photos! Very central and interesting neighbourhood. |Short walk from the T. Clean, very nice, useful kitchen. At an intersection, and above a barbershop that plays music. The bedroom has an AC unit that creates a good amount of white noise to drown out noise.|Very nice and tidy apartment. Convenient and safe location within walking distance to main attractions like Prudential Center. Free parking is an added bonus.|A beautiful spot in a convenient location. Loved the sheets! Would return if back in Boston.|*Spacious2beds*free parking Boston|South End|Entire home/apt|https://a0.muscache.com/im/pictures/ded73a37-5c2d-4f6a-a82b-39e791415dc0.jpg?aki_policy=large|https://www.airbnb.com/rooms/16288361
1850260|Great cozy place. Sarah is a very sweet lady who's super welcoming and really makes you feel at home. The room is on the top floor of the house, opposite another room that is rented out. Bedroom is nice, complete with a nice bed, table, and ac. The location is walking distance away from a bus station. Would highly recommend this place!|The room was very comfortable. Sarah and her family were very welcoming and she was a great host.|Even though my partner and i did not actually stay there, sarah was very welcoming and extremely nice! you have your own floor and bathroom!|Staying with Sara was great! She's SO sweet and her apartment is very convenient for getting in, out and all around Boston. Parking is super easy and there's a major bus terminal near by as well as a Hubway bike port, all within a 5 minute walk... The room was spacious and the bed was comfortable (we slept great!) ...Highly recommend!|Great place to stay!|Comfy Room in the heart of Boston |Roxbury|Private room|https://a0.muscache.com/im/pictures/104588711/23e23609_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/1850260
1884045|     Sarah        , Sarah        .    .|Sarah's place was really clean and nice. She greeted us promptly and her house looked to be a renewed historic house. Pretty nice!  The rooms look just like the pictures. The tips I might leave is that the room is on the 3rd floor and has 1 bathroom to share with whoever is renting the room across the hall. This got a little frustrating since it seemed like all parties wanted to use the bathroom at the same time!  We also ran out of toilet paper our last night, couldn't find any stock, and wasn't able to get a hold of Sarah until after we left, which was also a little frustrating. She did take care of the toilet paper situation early this morning, but our flight happened to be a really early 6:15 am flight.  Another thing to note is that the wifi is a mifi device, but Sarah said it was a temporary solution since she just moved to this location.  The last tip is that when we returned from being out all day, the day got to a cool 60 degrees, but our room on the 3rd floor was probably 85...It was toasty! We even kept the window open all day while we were out and it was still hot! It did eventually cool down with the fan on high and the door open, but took a couple hours.  Aside from those things, the place was really nice and the evenings were quiet, even with the window open. Sarah was very friendly and prompt with responses. Lovely place with amazing wood stairs and floors... very nice touch!|Sarah was very welcoming, and the room was clean and comfortable.|The location is in a good place. Sarah was easy to get a hold of and very friendly. The onsite parking made it a good deal.  The bedroom and bathroom are on the 3rd floor away from everyone else so there's some privacy. However, the bathroom was filthy, there were mouse droppings in the room, and we had some challenges with the logistics of entering and exiting the home, because of poor instructions. I wouldn't stay here again.  |Sarah is a very kind person. Nice room, all as described.|COMFY TWIN DOUBLE ROOM IN BOSTON|Roxbury|Private room|https://a0.muscache.com/im/pictures/104600287/1bdd1952_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/1884045
6676364|Nice, cozy place to stay.|Very soft bedding!!  Walkable to transit as well as the baseball stadium area. |Bernie was amazing. One of nicest and most accommodating hosts on here. Highly recommend his place. Clean, great view, great location, overall awesome place. |Bernie was very easy to get in touch with and very flexible with check-in, and made the process very easy. The room itself was cozy and very comfortable with a lot of extra amenities (i.e. extra blankets, lint roller, sightseeing information, to name a few). The bathroom was clean and well-maintained, with extra shampoo and soap in case you forgot yours. The location was also amazing--it's literally inside the Longwood Galleria and just a block away from BIDMC, BWH, and Dana Farber, and a quick 10 minute walk to the D line. Really enjoyed my stay and would highly recommend!|This was exactly what I was looking for. It's is ridiculously close to all the Longwood area hospitals and Bernie saved me from sleeping at the hospital during a snow storm. Thanks. |Cozy, high-rise room, stunning view|Longwood Medical Area|Private room|https://a0.muscache.com/im/pictures/90861407/75955808_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/6676364
6248970|Shawn was very kind, helpful, and courteous.|Great place!|Really enjoyed my stay. Shawn was a great host! Everything in the description is accurate. Very convenient to the T.|It was great stay in Shawns home.  Quiet house and very close to the public metro... and the guests are friendly !|Shawn and his partner were really sweet hosts! The heat went out and they had it fixed right away.|Spacious room convenient to subway|Jamaica Plain|Private room|https://a0.muscache.com/im/pictures/77964308/f4a2f7ce_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/6248970
1529321|Thanks Ari for a great stay again! Room was beautiful and I loved the candles.|Ari house was very good! Clean, calm and easy to find.|Very good room and house! Enjoyed my stay!!|Everything was great|House was as described. Ari was very helpful and in constant touch. Good host. |d ** BEST PRIVATE ROOM IN BOSTON **|Allston|Private room|https://a0.muscache.com/im/pictures/24368054/ab4527c0_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/1529321
11656698|Great clean place close to the T!|Great stay .. The hosts were very welcoming |Very nice place, great hosts!|Very clean and the closeness to the T made traveling to the various Boston colleges very easy for us.|Great please and really close to a supermarket and an Orange T line, would definitely recommend.|Spacious 2 bedroom Apartment.|Roxbury|Entire home/apt|https://a0.muscache.com/im/pictures/298c5114-e778-4e73-90ac-c75cde797e6d.jpg?aki_policy=large|https://www.airbnb.com/rooms/11656698
1167221|I had an awesome stay in the Lion room! The house had so much charm and the area was great. Amazing coffee shops in walking distance and the best thrift store I've been in! I would definitely recommend.|I had a wonderful stay at Robin and Victoria's house. Nice and quiet neighborhood. Not too far from the city.|Wij verbleven 2 nachten in de Lion. Helaas geen kennis kunnen maken met Robin of Victoria. Kamer verder prima bevallen; schoon en compleet.|Robin is an excellent communicator AND the house is clean, comfy and in a  quiet neighborhood; great for business and all travel. The Lion room: I'd stay again, for sure! She's a credit to the network.|The Lion Room was a beautiful, private area for a romantic (and nerdy) getaway- we came to Boston for ComicCon. Robin and Victoria were accommodating hosts, asking us if we needed any changes to our rooms, checking in to make sure we arrived and got into the house fine, and kept the lines of communication open. I would delightedly stay here again.|The Lion Room|Jamaica Plain|Private room|https://a0.muscache.com/im/pictures/4f15f0f0-88cd-4528-a3b0-26ef4ab3776e.jpg?aki_policy=large|https://www.airbnb.com/rooms/1167221
14522917|Great place to stay.|Very nice place. Unbelievable price.|Great apt. Clean, comfortable and well stocked. The AC was a big bonus on the hot muggy days we were in Boston. It's great location being so close to the T. We were right downtown in minutes and then later an easy trip to Fenway for a Red Sox game.|Comfortable place in a real Boston neighborhood |Very nice stay in Boston|2 New Modern 3BD Near Airport and 'T' to Downtown|East Boston|Entire home/apt|https://a0.muscache.com/im/pictures/dbe3569a-dedd-4ec5-8570-1bd292bdd52b.jpg?aki_policy=large|https://www.airbnb.com/rooms/14522917
2947662|Gracious host and ideally situated location within the old town with the freedom trail just around the corner.|Great place - safe, friendly and central. Good location for access to all areas of Boston.|Lev was really helpful and always gave timely response. The room provided everything we needed, the bed was comfortable, and the location was easy to find and very convenient. We had a wonderful time. Thanks, Lev!|Lev's penthouse is an ideal base for exploring Boston. It's in a great location near restaurants, shops and a subway station. The area is nice and we felt very safe there. The  apartment  was spotlessly clean and well appointed. All communications were replied to promptly and check in and check out procedures were simple and efficient. Highly recommended. | Everything about this listing was amazing. Our family of four used all the space. It was clean and comfortable and in a fabulous neighborhood. We were walking distance from everything we needed or wanted to do.  Our host was kind and responsive and helped us with every aspect of our vacation. From how to use transportation to where to find great food too late entry and exit . |2BR PENTHOUSE WDeck Boston Center|Beacon Hill|Entire home/apt|https://a0.muscache.com/im/pictures/38646260/15ef168a_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/2947662
5940866|Valerie and Jason were the perfect hosts with a clear commitment to extending hospitality. Convenient, clean, and comfortable! You can't go wrong with this one!|Valerie and Jason were very welcoming and made preparations that really made me feel at home instantly. They were also accommodating of my abnormal travel schedule and made every effort to make sure my trip went as smoothly as possible.|Great location to airport. Clean safe and with friendly and accommodating hosts. |Such an awesome experience at their place! Extremely friendly people as well as a clean and comfy home!  We had interesting conversations with them and they were always ready to help us with whatever we needed. Highly recommend.|We have had a wonderful stay with Valerie. We really felt comfortable and at home. The room and bed were excellent. The most special thing was our morning present (homemade muffins and peanut butter bars) and other ingredients for a lovely breakfast. The whole house was very clean, cosy and tasteful decorated. Valerie thanks a lot for having us around. Wieneke and Arie from the Netherlands |Sun filled room, minutes to Boston|East Boston|Private room|https://a0.muscache.com/im/pictures/634bacdd-f88d-42fa-9d87-79c55205454d.jpg?aki_policy=large|https://www.airbnb.com/rooms/5940866
2278704|It was a really nicestay, Cynthia  and her family are really nice.|Cynthia and her family were so nice w me and my BF, they waited for us until 4am to do check in , we felt free in her house! By car is 20 min to Boston, and on Saturday get neighbors were throwing a party, we could hear from the room but it was hit a issue for us! |Cynthia was greeting us even before we arrive and was extremely welcoming.|This home has stairs to climb and you may have to share the bathroom with two or more persons. |Cynthia and her family are so welcoming and friendly, I really enjoyed my stay here!|Victorian queen|Mattapan|Private room|https://a0.muscache.com/im/pictures/8f097b12-ecb6-4a17-9993-b95298fbbf18.jpg?aki_policy=large|https://www.airbnb.com/rooms/2278704
60029|Michelle is simply wonderful, I really enjoyed!|Michelle is a wonderful person and a great host. Thank you, Michelle! |Lovely place and lovely owner. Very good room and breakfast.  Thank you Michelle! |MICHELLE IS A WONDERFUL HOST. SHE IS KIND, POLITE AND COURTEOUS LADY. SHE HELPS YOU EVEN IF SHE HAS TO PAT EFFORT FOR THAT. A GREAT EXPERIENCE.|Great host, very friendly and helpful. Overall a great place to stay and we will definitely hope to stay with Michelle again when next in Boston.|Room in geographical heart of Hub |Roxbury|Private room|https://a0.muscache.com/im/pictures/3bf41756-488c-43b6-a66d-1e752ba09082.jpg?aki_policy=large|https://www.airbnb.com/rooms/60029
2875267|Nous avons beaucoup apprci notre sjour a Boston. La maison de Sarah est telle que dcrite dans l'annonce et l'environnement calme et trs verdoyant. Tout est prvu pour que nous passions le meilleur des moments. Nous recommandons vivement cet endroit.|I travel to Boston regularly and the carriage house is always the place I check first for availability.  It's wonderful and Sarah is a great host.  |Great location, and a very nice place!|I cannot imagine a more charming place to stay in Boston: A gracious host, a lovely carriage house, and a quiet, charming neighborhood.|We loved this little house! Great neighborhood, beautiful location and home. Thanks for having us, Sarah! |Historic Carriage House, a peaceful city retreat|Jamaica Plain|Entire home/apt|https://a0.muscache.com/im/pictures/46108641/4d455757_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/2875267
4149974|Great place to stay.|Joe was very nice and friendly. The appartment was great and clean. In a very pretty street.|Great location for exploring central Boston. Everything as described.|Great location and good family!|Joe was very responsive and helpful leading up to and during our stay. The unit was clean and comfortable in a great location.|Centered on Centre|Jamaica Plain|Entire home/apt|https://a0.muscache.com/im/pictures/42de59dc-ae25-4c38-8af5-b910af52f0b2.jpg?aki_policy=large|https://www.airbnb.com/rooms/4149974
6609546|George's place is in an amazing location next to excellent restaurants and is walking distance to the conference center and downtown area. His apt has an amazing view of the city and the water. George was not in his place much,  but is an excellent communicator to make sure my stay was going smoothly and was willing to accommodate me when I arrived into town. The room and private bathroom are clean. There is a single bed that is pretty squeeky, but it's still relatively comfortable. Overall excellent place to stay! |Great place and location. George was very accommodating. |Fantastic place! George was flexible with our plans and we would definitely recommend staying here again. |The stay was great! Thank you George.|Great great location and accommodations, George was very responsive to all concerns.|Beautiful Waterfront Location.|South Boston Waterfront|Private room|https://a0.muscache.com/im/pictures/83271017/8babd2e1_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/6609546
6316145|Very cute apartment!  Great location. |Very clean and well kept apartment in a great location!|Great apartment, great location and great value|The location was great and very easy to get to anywhere in the city. The apartment was very comfortable.|It was so peaceful, comfortable, beautiful, and a great location!|Cozy Luxury Apt in BostonBackbayFenwaySymphony|Fenway|Entire home/apt|https://a0.muscache.com/im/pictures/84565128/ed8f3280_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/6316145
14483758|Great|Despite a good location the property was not maintained to acceptable standards, TV not working, no amenities whatsoever such as coffee water sugar milk etc Safety issues CO Detector with no batteries, front door frame damaged. In summary nowhere near the expected standard - our worst ever AirBB experience.|This was my first airbnb ever, and I was very pleased with it. The location is excellent - in Boston's Little Italy - cute, narrow streets, walking distance to lots of nice restaurants, and one of the wharfsdowntown.   I would definitely stay here again. Clean. Laundry (towels, bedsheets, etc) was totally cleansmelled nice as well. One of the blinds was broken upon getting in and almost hit one of us but luckily it didn't hit her. Hopefully that gets fixed.   There is a parking structure close by that ended up pretty pricey but given that you're in downtown Boston, not sure this could be avoided.   All in all, I'm very happy that this was my first airbnb impression, and honestly, I'm hoping that too many people don't find out about this place, because in my fantasy world, this WOULD be my 2nd home.|Great stay!|The place is in a great location but the building has neighbors that will effect your sleep.  It has steep stairs that could use some cleaning and the neighbor smoke p! ...Matt is hoping to get rid of them, but there is thumping music.    Honestly a hotel would have been more comfortable.  It's 1 queen size bed with a bathroom that needs a facelift.    Sorry but this was not what I expected.  The best part was Matt let us drop our things off early graciously.|Downtown Boston  Modern 1 Bedroom  The North End|North End|Entire home/apt|https://a0.muscache.com/im/pictures/1e21c200-4f8a-489b-a9d8-4c072e95191a.jpg?aki_policy=large|https://www.airbnb.com/rooms/14483758
3988018|Lisa was a great host. The house was lovely and I would stay here again. |I love Lisa's place! It was such a great experience to live there during our trip |Lisa was very hospitable and welcoming! Would definitely stay again. |We had a great stay. Lisa is very friendly and thanks a lot for the meat. It was delicious ;) |Lisa is a good host and we did have a lot of fun here!|Sports RoomNear SubwayFree Passes|Jamaica Plain|Private room|https://a0.muscache.com/im/pictures/d03f85ad-5ab7-44cd-957b-db7817a12f95.jpg?aki_policy=large|https://www.airbnb.com/rooms/3988018
1178162|Directions to reach the apartment were precise, and the self-check in very convenient. The position is perfect coming from the airport, a bit far from downtown but well-connected and in walking distance from T-station. The entire apartment was perfectly maintained and clean, and the room was very cozy and had everything we needed and more (wardrobe, desk, extra pillows and even a fridge). We could only meet Lena once, and she was extremely friendly and gave us advices on where to go at night. Would definitely recommend.|The host replies instantly and the guide is very detailed. The place is close to the airport, so very convenient for tourists. Thank you very much! If I will go to Boston again, I will check it out.|I had a wonderful time in here. Host was very friendly and funny, also can help to solve the problem they you had. The room and environment in this house were really clean and tidy. I will definitely come here again for my next travel in Boston.|Not a bad place to stay if you know the area and don't want any support from your host. The neighborhood people were very friendly, pointing us in the right direction and helping us find some awesome food at Rino's. If you stay here then a visit to Rino's is a must. Kelly's Square Pub also had some of the best chicken wings I have ever had...the owner of the pub is behind the bar and very friendly and quick witted. We had a wonderful time there...|Our stay here was as expected! No issues, and the host had great communication. It's nothing spectacular, but it worked for our stay before our early morning flight the next day. Wouldn't recommend for an extended period of time, but definitely would if you want to be close to the airport! |Private Room Great Location Boston|East Boston|Private room|https://a0.muscache.com/im/pictures/19b75f9c-ecc0-4b6d-bc33-438132070db5.jpg?aki_policy=large|https://www.airbnb.com/rooms/1178162
13546414|Photos are very accurate. Beds are comfortable and spacious. Clean and organized. Stayed one night and wished we could have stayed longer. Also comes with wifi which I thought was a nice touch. |Spacious room with king bed and comfortable sofa. 15min walk from T.|We had a fantastic experience. Everything about this place is right:  The hosts: Stacey was super nice and accommodating The room: nice big room with two beds and AC The location: nice neighborhood, close to JFK T station and the ocean; there convenient stores, bars and eateries around  6 stars. Thank you so much! |-The room is actually bigger than it is in the picture.  -Very clean and close to subway.  -Provide free movies and big TV! -located in a nice neighborhood to take walk even in the late night.  Great experience in Boston.|Reasonable price. Nice to have small kitchen to have coffee anytime. |Walk To The Beach or City 2|Dorchester|Private room|https://a0.muscache.com/im/pictures/42718b34-6cad-4401-a2e0-127c870952f8.jpg?aki_policy=large|https://www.airbnb.com/rooms/13546414
4304969|Such a cozy stay and a great (yummy) neighborhood. The price was right too as I was traveling to support a local nonprofit organization doing great work in Boston. Also, the freezer was helpful compared to a hotel for this working nursing mom. Lovely place!|It s very beautifully flat and very quiet. Very good place to visit boston. Neighborhood very safe.|James was a great host, his apartment was cozy and conveniently located, and we were even able to check in a bit early which made our super busy weekend itinerary a bit easier. I would recommend staying at James' place when in Boston, especially if you want close proximity to the North End restaurants. |The apt is lovely and in a great location! Extremely walkable to restaurants, bars, and most attractions. Everything we needed was found in the apt. James is very quick to respond to questions. We would definitely stay again!|James was a great host! He's very responsive and sends detailed instructions in advance of your arrival. His place is in a fantastic location and is as described. North End is a great base for all of your Boston adventures.|Designer 1BR North End Modern Cove|North End|Entire home/apt|https://a0.muscache.com/im/pictures/cd07bc2f-6140-4307-aab4-0c4cc0f3d495.jpg?aki_policy=large|https://www.airbnb.com/rooms/4304969
1935042|This was a great location, and the room was as described. The community in the house is friendly and helpful. |Ruhe stay Art the guest house was nice. We met a lot of people and the location at beacon hill is great. |The Friends house was great. Very quiet and relaxing. I'll definitely try to rebook it next time I'm in Boston|Ben is very nice! The room is also very comfortable! |The room and house were exactly as described, and Ben and the rest of the residents were very welcoming. I would definitely stay here again. |Cozy Room in Quaker Community|Beacon Hill|Private room|https://a0.muscache.com/im/pictures/32258691/cc762464_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/1935042
753446|Sami ,,,!|, , Sami, .|SamiSami|sami is a very good host|Sami's girlfriend was very nice and room was cozy.|6 miles away from downtown Boston!|Roslindale|Private room|https://a0.muscache.com/im/pictures/b4dd9052-4914-4c78-8967-4905ebe1b140.jpg?aki_policy=large|https://www.airbnb.com/rooms/753446
8624898|Very convenient to everywhere in Boston. The host was very friendly and he responded promptly.|The information that Jordan provides is very accurate. The place is clean, comfortable and quiet. The Jenga and the roku were a nice surprise after a long day in Boston for the first time. Will definitely stay here when I visit Boston again. Thank you!|Really enjoyed our stay here, great restaurants in walking distance and the T is a 3 minute walk, making the whole city really accessible.|We enjoyed our stay! Jordan's place is easily accessible from the airport via shuttle and a short walk. The house is nicely decorated, very clean and great for families. Beds were comfortable and easily accommodate 5 persons.   Those travelling with old folks or heavy luggage, note that there is a flight of narrow stairs to navigate before entering the house. There is also some noise from the street and occasional plane but it did not bother us one bit! We all slept well.  Coffee and creamer in the kitchen got us going in the morning! Jordan's place is a good starting point for exploring Boston or a road trip North. We would stay here again next time we come back to Boston!|Nice apartment, great location.|no-frills 3BR steps to airport  train|East Boston|Entire home/apt|https://a0.muscache.com/im/pictures/314a0845-b141-4370-ab69-56f9b3c9b105.jpg?aki_policy=large|https://www.airbnb.com/rooms/8624898
6134867|The apartment was exactly as described. Very clean and cozy, nice view from the large bedroom window. Perfect location, within walking distance to all the places we wanted to visit. Check in was at 4, but we were let in by 2.  Great service.|Lovely place - furnished very nicely, well equipped and so clean! The concierge service that Jeff employs is really helpful for convenient check in at a time that suits the guests and they were extremely helpful when one of our group left something behind in the apartment.  Would recommend this as a great place to stay whilst on holiday! |Appartement super bien plac, tout est tout prs. Correspond exactement  l'annonce. Esprit htel et fonctionnel.|The location is great! And accommodation of the house was awesome!|Jeff's downtown apartment was much as described. I'd re-emphasize the convenient location. Every storerestaurant you could want is nearby. It was very valuably priced compared to other two bedroom units listed. Jeff required ID verification prior to accepting reservation, even though I've stayed in many units with good reviews, so be ready to do the same. I also had to coordinate a specific check-in time in advance with his concierge service. You'll need to have your arrival plans hashed out ahead of time. The extra steps added friction initially, but the stay overall was good. |Newly Renovated 2 Bed - Downtown|Downtown|Entire home/apt|https://a0.muscache.com/im/pictures/80496655/be3ee6af_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/6134867
2828803|Great place. Lyndsay was a great host.|Lyndsay's place was lovely. Very tasteful and clean!   |Lyndsay  una meravigliosa padrona di casa. L'appartamento  molto carino, vicinissimo alla metro.|Great place to stay. Lyndsay was always available to answer any questionsconcerns.|Great place to stay! Comfy, exactly as described.|Quiet  Charming Space|East Boston|Entire home/apt|https://a0.muscache.com/im/pictures/67755426/318b4a4a_original.jpg?aki_policy=large|https://www.airbnb.com/rooms/2828803
3945704|The apto is always clean, great temperature and Jason is the most wonderfull host.|Great place. Jason is kind and polite.|It was very great to stay at Jason's place, very tidy, quiet and comfortable! He's so nice!|Loved staying here!|The photos show quite well what the apartment and room look like, everything is as described. The location is very good, quite and safe. It is super easy to get anywhere you want in Boston from the apartment. The host is really friendly and helpful, he gives you tips and helps you if you ask. I highly recommend staying here!|Super quiet, minutes from downtown!|Dorchester|Private room|https://a0.muscache.com/im/pictures/854ea334-32fc-4fd4-b5f5-2171ef68d04c.jpg?aki_policy=large|https://www.airbnb.com/rooms/3945704
